INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
30,T,230513,115448,52.8352257N,1.3120496W,72,0.0,113
31,T,230513,115448,52.8352255N,1.3120496W,72,0.0,113
32,T,230513,115449,52.8352257N,1.3120497W,72,0.0,113
33,T,230513,115449,52.8352255N,1.3120495W,72,0.0,113
34,T,230513,115449,52.8352255N,1.3120495W,72,0.0,113
35,T,230513,115449,52.8352255N,1.3120495W,72,0.0,113
36,T,230513,115449,52.8352255N,1.3120496W,72,0.0,113
37,T,230513,115450,52.8352257N,1.3120497W,72,0.1,113
38,T,230513,115450,52.8352257N,1.3120496W,72,0.1,113
39,T,230513,115450,52.8352257N,1.3120497W,72,0.1,113
40,T,230513,115450,52.8352257N,1.3120497W,72,0.1,113
41,T,230513,115450,52.8352257N,1.3120497W,72,0.1,113
42,T,230513,115451,52.8352257N,1.3120497W,72,0.0,113
43,T,230513,115451,52.8352254N,1.3120495W,72,0.0,113
44,T,230513,115451,52.8352254N,1.3120495W,72,0.0,113
45,T,230513,115451,52.8352255N,1.3120495W,72,0.0,113
46,T,230513,115451,52.8352254N,1.3120495W,72,0.0,113
47,T,230513,115452,52.8352257N,1.3120497W,72,0.0,113
48,T,230513,115452,52.8352257N,1.3120497W,72,0.0,113
49,T,230513,115452,52.8352257N,1.3120496W,72,0.0,113
50,T,230513,115452,52.8352257N,1.3120496W,72,0.0,113
51,T,230513,115452,52.8352257N,1.3120496W,72,0.0,113
52,T,230513,115453,52.8352257N,1.3120497W,72,0.0,113
53,T,230513,115453,52.8352255N,1.3120496W,72,0.0,113
54,T,230513,115453,52.8352255N,1.3120496W,72,0.0,113
55,T,230513,115453,52.8352257N,1.3120496W,72,0.0,113
56,T,230513,115453,52.8352255N,1.3120496W,72,0.0,113
57,T,230513,115454,52.8352257N,1.3120497W,72,0.0,113
58,T,230513,115454,52.8352255N,1.3120496W,72,0.0,113
59,T,230513,115454,52.8352255N,1.3120496W,72,0.0,113
60,T,230513,115454,52.8352255N,1.3120496W,72,0.0,113
61,T,230513,115454,52.8352255N,1.3120496W,72,0.0,113
62,T,230513,115455,52.8352257N,1.3120497W,72,0.0,113
63,T,230513,115455,52.8352255N,1.3120495W,72,0.0,113
64,T,230513,115455,52.8352255N,1.3120496W,72,0.0,113
65,T,230513,115455,52.8352255N,1.3120496W,72,0.0,113
66,T,230513,115455,52.8352255N,1.3120496W,72,0.0,113
67,T,230513,115456,52.8352257N,1.3120497W,72,0.0,113
68,T,230513,115456,52.8352255N,1.3120496W,72,0.0,113
69,T,230513,115456,52.8352255N,1.3120496W,72,0.0,113
70,T,230513,115456,52.8352255N,1.3120496W,72,0.0,113
71,T,230513,115456,52.8352254N,1.3120496W,72,0.0,113
72,T,230513,115457,52.8352257N,1.3120497W,72,0.0,113
73,T,230513,115457,52.8352254N,1.3120496W,72,0.0,113
74,T,230513,115457,52.8352254N,1.3120496W,72,0.0,113
75,T,230513,115457,52.8352255N,1.3120496W,72,0.0,113
76,T,230513,115457,52.8352254N,1.3120497W,72,0.0,113
77,T,230513,115458,52.8352257N,1.3120497W,72,0.1,113
78,T,230513,115458,52.8352255N,1.3120496W,72,0.1,113
79,T,230513,115458,52.8352255N,1.3120496W,72,0.1,113
80,T,230513,115458,52.8352254N,1.3120496W,72,0.1,113
81,T,230513,115458,52.8352255N,1.3120496W,72,0.1,113
82,T,230513,115459,52.8352257N,1.3120497W,72,0.0,113
83,T,230513,115459,52.8352255N,1.3120495W,72,0.0,113
84,T,230513,115459,52.8352255N,1.3120495W,72,0.0,113
85,T,230513,115459,52.8352255N,1.3120495W,72,0.0,113
86,T,230513,115459,52.8352255N,1.3120495W,72,0.0,113
87,T,230513,115500,52.8352257N,1.3120497W,72,0.0,113
88,T,230513,115500,52.8352257N,1.3120497W,72,0.0,113
89,T,230513,115500,52.8352257N,1.3120497W,72,0.0,113
90,T,230513,115500,52.8352257N,1.3120497W,72,0.0,113
91,T,230513,115500,52.8352257N,1.3120497W,72,0.0,113
92,T,230513,115501,52.8352257N,1.3120497W,72,0.0,113
93,T,230513,115501,52.8352254N,1.3120496W,72,0.0,113
94,T,230513,115501,52.8352254N,1.3120496W,72,0.0,113
95,T,230513,115501,52.8352254N,1.3120495W,72,0.0,113
96,T,230513,115501,52.8352254N,1.3120495W,72,0.0,113
97,T,230513,115502,52.8352257N,1.3120497W,72,0.0,113
98,T,230513,115502,52.8352257N,1.3120497W,72,0.0,113
99,T,230513,115502,52.8352257N,1.3120497W,72,0.0,113
100,T,230513,115502,52.8352257N,1.3120497W,72,0.0,113
101,T,230513,115502,52.8352257N,1.3120497W,72,0.0,113
102,T,230513,115503,52.8352257N,1.3120497W,72,0.0,113
103,T,230513,115503,52.8352255N,1.3120496W,72,0.0,113
104,T,230513,115503,52.8352255N,1.3120495W,72,0.0,113
105,T,230513,115503,52.8352258N,1.3120496W,72,0.0,113
106,T,230513,115503,52.8352260N,1.3120497W,72,0.0,113
107,T,230513,115504,52.8352257N,1.3120497W,72,0.1,113
108,T,230513,115504,52.8352255N,1.3120496W,72,0.1,113
109,T,230513,115504,52.8352255N,1.3120496W,72,0.1,113
110,T,230513,115504,52.8352255N,1.3120496W,72,0.1,113
111,T,230513,115504,52.8352255N,1.3120496W,72,0.1,113
112,T,230513,115505,52.8352257N,1.3120497W,72,0.0,113
113,T,230513,115505,52.8352254N,1.3120496W,72,0.0,113
114,T,230513,115505,52.8352254N,1.3120496W,72,0.0,113
115,T,230513,115505,52.8352253N,1.3120496W,72,0.0,113
116,T,230513,115505,52.8352254N,1.3120496W,72,0.0,113
117,T,230513,115506,52.8352257N,1.3120497W,72,0.0,113
118,T,230513,115506,52.8352255N,1.3120496W,71,0.0,113
119,T,230513,115506,52.8352254N,1.3120496W,71,0.0,113
120,T,230513,115506,52.8352255N,1.3120496W,72,0.0,113
121,T,230513,115506,52.8352254N,1.3120496W,71,0.0,113
122,T,230513,115507,52.8352257N,1.3120497W,72,0.0,113
123,T,230513,115507,52.8352257N,1.3120497W,72,0.0,113
124,T,230513,115507,52.8352257N,1.3120497W,72,0.0,113
125,T,230513,115507,52.8352257N,1.3120497W,72,0.0,113
126,T,230513,115507,52.8352257N,1.3120497W,72,0.0,113
127,T,230513,115508,52.8352257N,1.3120497W,72,0.1,113
128,T,230513,115508,52.8352255N,1.3120496W,71,0.1,113
129,T,230513,115508,52.8352255N,1.3120497W,71,0.1,113
130,T,230513,115508,52.8352255N,1.3120496W,71,0.1,113
131,T,230513,115508,52.8352255N,1.3120497W,71,0.1,113
132,T,230513,115509,52.8352257N,1.3120497W,71,0.0,113
133,T,230513,115509,52.8352255N,1.3120495W,71,0.0,113
134,T,230513,115509,52.8352255N,1.3120495W,71,0.0,113
135,T,230513,115509,52.8352255N,1.3120495W,71,0.0,113
136,T,230513,115509,52.8352255N,1.3120495W,71,0.0,113
137,T,230513,115510,52.8352257N,1.3120497W,71,0.0,113
138,T,230513,115510,52.8352255N,1.3120502W,72,0.0,113
139,T,230513,115510,52.8352257N,1.3120502W,72,0.0,113
140,T,230513,115510,52.8352257N,1.3120502W,72,0.0,113
141,T,230513,115510,52.8352257N,1.3120502W,72,0.0,113
142,T,230513,115511,52.8352257N,1.3120497W,72,0.0,113
143,T,230513,115511,52.8352254N,1.3120496W,72,0.0,113
144,T,230513,115511,52.8352254N,1.3120496W,72,0.0,113
145,T,230513,115511,52.8352254N,1.3120496W,72,0.0,113
146,T,230513,115511,52.8352254N,1.3120496W,72,0.0,113
147,T,230513,115512,52.8352257N,1.3120497W,72,0.0,113
148,T,230513,115512,52.8352255N,1.3120496W,72,0.0,113
149,T,230513,115512,52.8352255N,1.3120496W,72,0.0,113
150,T,230513,115512,52.8352255N,1.3120496W,72,0.0,113
151,T,230513,115512,52.8352255N,1.3120496W,72,0.0,113
152,T,230513,115513,52.8352257N,1.3120497W,72,0.0,113
153,T,230513,115513,52.8352257N,1.3120496W,72,0.0,113
154,T,230513,115513,52.8352257N,1.3120496W,72,0.0,113
155,T,230513,115513,52.8352257N,1.3120496W,72,0.0,113
156,T,230513,115513,52.8352255N,1.3120496W,72,0.0,113
157,T,230513,115514,52.8352257N,1.3120497W,72,0.5,113
158,T,230513,115514,52.8352257N,1.3120497W,72,0.5,113
159,T,230513,115514,52.8352257N,1.3120497W,72,0.5,113
160,T,230513,115514,52.8352257N,1.3120497W,72,0.5,113
161,T,230513,115514,52.8352257N,1.3120497W,72,0.5,113
162,T,230513,115515,52.8352257N,1.3120497W,72,0.0,113
163,T,230513,115515,52.8352255N,1.3120496W,71,0.0,113
164,T,230513,115515,52.8352255N,1.3120496W,71,0.0,113
165,T,230513,115515,52.8352255N,1.3120496W,71,0.0,113
166,T,230513,115515,52.8352255N,1.3120496W,71,0.0,113
167,T,230513,115516,52.8352257N,1.3120497W,71,0.7,113
168,T,230513,115516,52.8352258N,1.3120498W,72,0.7,113
169,T,230513,115516,52.8352259N,1.3120498W,72,0.7,113
170,T,230513,115516,52.8352258N,1.3120498W,72,0.7,113
171,T,230513,115516,52.8352258N,1.3120498W,72,0.7,113
172,T,230513,115517,52.8352257N,1.3120497W,71,0.0,113
173,T,230513,115517,52.8352255N,1.3120496W,71,0.0,113
174,T,230513,115517,52.8352255N,1.3120497W,71,0.0,113
175,T,230513,115517,52.8352255N,1.3120496W,71,0.0,113
176,T,230513,115517,52.8352255N,1.3120497W,71,0.0,113
177,T,230513,115518,52.8352257N,1.3120497W,71,0.5,113
178,T,230513,115518,52.8352257N,1.3120497W,72,0.5,113
179,T,230513,115518,52.8352257N,1.3120496W,72,0.5,113
180,T,230513,115518,52.8352257N,1.3120497W,71,0.5,113
181,T,230513,115518,52.8352257N,1.3120497W,72,0.5,113
182,T,230513,115519,52.8352257N,1.3120497W,71,0.0,113
183,T,230513,115519,52.8352255N,1.3120496W,71,0.0,113
184,T,230513,115519,52.8352255N,1.3120496W,71,0.0,113
185,T,230513,115519,52.8352255N,1.3120496W,71,0.0,113
186,T,230513,115519,52.8352255N,1.3120496W,71,0.0,113
187,T,230513,115520,52.8352257N,1.3120497W,71,0.5,113
188,T,230513,115520,52.8352257N,1.3120502W,71,0.5,113
189,T,230513,115520,52.8352257N,1.3120502W,71,0.5,113
190,T,230513,115520,52.8352257N,1.3120502W,71,0.5,113
191,T,230513,115520,52.8352257N,1.3120503W,71,0.5,113
192,T,230513,115521,52.8352257N,1.3120497W,71,0.9,113
193,T,230513,115521,52.8352253N,1.3120495W,71,0.9,113
194,T,230513,115521,52.8352253N,1.3120495W,71,0.9,113
195,T,230513,115521,52.8352254N,1.3120495W,71,0.9,113
196,T,230513,115521,52.8352253N,1.3120495W,71,0.9,113
197,T,230513,115522,52.8352257N,1.3120497W,71,0.0,113
198,T,230513,115522,52.8352258N,1.3120498W,72,0.0,113
199,T,230513,115522,52.8352258N,1.3120498W,72,0.0,113
200,T,230513,115522,52.8352258N,1.3120497W,72,0.0,113
201,T,230513,115522,52.8352258N,1.3120498W,72,0.0,113
202,T,230513,115523,52.8352257N,1.3120497W,72,0.0,113
203,T,230513,115523,52.8352257N,1.3120497W,72,0.0,113
204,T,230513,115523,52.8352257N,1.3120497W,72,0.0,113
205,T,230513,115523,52.8352257N,1.3120497W,72,0.0,113
206,T,230513,115523,52.8352257N,1.3120497W,72,0.0,113
207,T,230513,115524,52.8352257N,1.3120497W,72,0.0,113
208,T,230513,115524,52.8352257N,1.3120497W,72,0.0,113
209,T,230513,115524,52.8352257N,1.3120497W,72,0.0,113
210,T,230513,115524,52.8352257N,1.3120497W,72,0.0,113
211,T,230513,115524,52.8352257N,1.3120497W,71,0.0,113
212,T,230513,115525,52.8352257N,1.3120497W,71,0.0,113
213,T,230513,115525,52.8352255N,1.3120496W,71,0.0,113
214,T,230513,115525,52.8352255N,1.3120496W,71,0.0,113
215,T,230513,115525,52.8352255N,1.3120496W,71,0.0,113
216,T,230513,115525,52.8352255N,1.3120496W,71,0.0,113
217,T,230513,115526,52.8352257N,1.3120497W,71,0.0,113
218,T,230513,115526,52.8352257N,1.3120497W,71,0.0,113
219,T,230513,115526,52.8352257N,1.3120497W,71,0.0,113
220,T,230513,115526,52.8352257N,1.3120497W,71,0.0,113
221,T,230513,115526,52.8352257N,1.3120497W,71,0.0,113
222,T,230513,115527,52.8352257N,1.3120497W,71,0.5,113
223,T,230513,115527,52.8352255N,1.3120496W,71,0.5,113
224,T,230513,115527,52.8352255N,1.3120496W,71,0.5,113
225,T,230513,115527,52.8352255N,1.3120496W,71,0.5,113
226,T,230513,115527,52.8352255N,1.3120496W,71,0.5,113
227,T,230513,115528,52.8352257N,1.3120497W,71,0.0,113
228,T,230513,115528,52.8352257N,1.3120496W,71,0.0,113
229,T,230513,115528,52.8352257N,1.3120496W,71,0.0,113
230,T,230513,115528,52.8352257N,1.3120496W,71,0.0,113
231,T,230513,115528,52.8352257N,1.3120496W,71,0.0,113
232,T,230513,115529,52.8352257N,1.3120497W,71,0.1,113
233,T,230513,115529,52.8352257N,1.3120496W,71,0.1,113
234,T,230513,115529,52.8352257N,1.3120496W,71,0.1,113
235,T,230513,115529,52.8352257N,1.3120496W,71,0.1,113
236,T,230513,115529,52.8352257N,1.3120496W,71,0.1,113
237,T,230513,115530,52.8352257N,1.3120497W,71,0.0,113
238,T,230513,115530,52.8352257N,1.3120498W,71,0.0,113
239,T,230513,115530,52.8352257N,1.3120498W,71,0.0,113
240,T,230513,115530,52.8352257N,1.3120498W,71,0.0,113
241,T,230513,115530,52.8352257N,1.3120498W,71,0.0,113
242,T,230513,115531,52.8352257N,1.3120497W,71,0.0,113
243,T,230513,115531,52.8352255N,1.3120496W,71,0.0,113
244,T,230513,115531,52.8352255N,1.3120496W,71,0.0,113
245,T,230513,115531,52.8352255N,1.3120496W,71,0.0,113
246,T,230513,115531,52.8352255N,1.3120496W,71,0.0,113
247,T,230513,115532,52.8352257N,1.3120497W,71,0.0,113
248,T,230513,115532,52.8352255N,1.3120495W,71,0.0,113
249,T,230513,115532,52.8352255N,1.3120495W,71,0.0,113
250,T,230513,115532,52.8352255N,1.3120495W,71,0.0,113
251,T,230513,115532,52.8352255N,1.3120495W,71,0.0,113
252,T,230513,115533,52.8352257N,1.3120497W,71,0.0,113
253,T,230513,115533,52.8352255N,1.3120496W,71,0.0,113
254,T,230513,115533,52.8352255N,1.3120496W,71,0.0,113
255,T,230513,115533,52.8352255N,1.3120496W,71,0.0,113
256,T,230513,115533,52.8352257N,1.3120496W,71,0.0,113
257,T,230513,115534,52.8352257N,1.3120497W,71,0.0,113
258,T,230513,115534,52.8352255N,1.3120496W,71,0.0,113
259,T,230513,115534,52.8352255N,1.3120496W,71,0.0,113
260,T,230513,115534,52.8352255N,1.3120496W,71,0.0,113
261,T,230513,115534,52.8352255N,1.3120497W,71,0.0,113
262,T,230513,115535,52.8352257N,1.3120497W,71,0.0,113
263,T,230513,115535,52.8352255N,1.3120497W,71,0.0,113
264,T,230513,115535,52.8352257N,1.3120497W,71,0.0,113
265,T,230513,115535,52.8352257N,1.3120497W,71,0.0,113
266,T,230513,115535,52.8352257N,1.3120497W,71,0.0,113
267,T,230513,115536,52.8352257N,1.3120497W,71,0.0,113
268,T,230513,115536,52.8352255N,1.3120496W,71,0.0,113
269,T,230513,115536,52.8352255N,1.3120496W,71,0.0,113
270,T,230513,115536,52.8352255N,1.3120497W,71,0.0,113
271,T,230513,115536,52.8352257N,1.3120497W,71,0.0,113
272,T,230513,115537,52.8352257N,1.3120497W,71,0.0,113
273,T,230513,115537,52.8352255N,1.3120496W,71,0.0,113
274,T,230513,115537,52.8352255N,1.3120496W,71,0.0,113
275,T,230513,115537,52.8352255N,1.3120496W,71,0.0,113
276,T,230513,115537,52.8352255N,1.3120496W,71,0.0,113
277,T,230513,115538,52.8352257N,1.3120497W,71,0.0,113
278,T,230513,115538,52.8352257N,1.3120497W,71,0.0,113
279,T,230513,115538,52.8352257N,1.3120496W,71,0.0,113
280,T,230513,115538,52.8352257N,1.3120497W,71,0.0,113
281,T,230513,115538,52.8352257N,1.3120496W,71,0.0,113
282,T,230513,115539,52.8352257N,1.3120497W,71,0.0,113
283,T,230513,115539,52.8352257N,1.3120496W,71,0.0,113
284,T,230513,115539,52.8352255N,1.3120497W,71,0.0,113
285,T,230513,115539,52.8352257N,1.3120497W,71,0.0,113
286,T,230513,115539,52.8352255N,1.3120497W,71,0.0,113
287,T,230513,115540,52.8352257N,1.3120497W,71,0.0,113
288,T,230513,115540,52.8352255N,1.3120497W,71,0.0,113
289,T,230513,115540,52.8352257N,1.3120497W,71,0.0,113
290,T,230513,115540,52.8352255N,1.3120497W,71,0.0,113
291,T,230513,115540,52.8352255N,1.3120497W,71,0.0,113
292,T,230513,115541,52.8352257N,1.3120497W,71,0.0,113
293,T,230513,115541,52.8352257N,1.3120496W,71,0.0,113
294,T,230513,115541,52.8352255N,1.3120496W,71,0.0,113
295,T,230513,115541,52.8352255N,1.3120496W,71,0.0,113
296,T,230513,115541,52.8352257N,1.3120496W,71,0.0,113
297,T,230513,115542,52.8352257N,1.3120497W,71,0.0,113
298,T,230513,115542,52.8352255N,1.3120496W,71,0.0,113
299,T,230513,115542,52.8352255N,1.3120496W,71,0.0,113
300,T,230513,115542,52.8352257N,1.3120497W,71,0.0,113
301,T,230513,115542,52.8352255N,1.3120497W,71,0.0,113
302,T,230513,115543,52.8352257N,1.3120497W,71,0.0,113
303,T,230513,115543,52.8352257N,1.3120497W,71,0.0,113
304,T,230513,115543,52.8352255N,1.3120496W,71,0.0,113
305,T,230513,115543,52.8352257N,1.3120497W,71,0.0,113
306,T,230513,115543,52.8352255N,1.3120496W,71,0.0,113
307,T,230513,115544,52.8352257N,1.3120497W,71,0.0,113
308,T,230513,115544,52.8352255N,1.3120497W,71,0.0,113
309,T,230513,115544,52.8352255N,1.3120496W,71,0.0,113
310,T,230513,115544,52.8352255N,1.3120497W,71,0.0,113
311,T,230513,115544,52.8352255N,1.3120497W,71,0.0,113
312,T,230513,115545,52.8352257N,1.3120497W,71,0.0,113
313,T,230513,115545,52.8352257N,1.3120497W,71,0.0,113
314,T,230513,115545,52.8352257N,1.3120497W,71,0.0,113
315,T,230513,115545,52.8352257N,1.3120497W,71,0.0,113
316,T,230513,115545,52.8352257N,1.3120497W,71,0.0,113
317,T,230513,115546,52.8352257N,1.3120497W,71,0.0,113
318,T,230513,115546,52.8352257N,1.3120497W,71,0.0,113
319,T,230513,115546,52.8352257N,1.3120497W,71,0.0,113
320,T,230513,115546,52.8352257N,1.3120497W,71,0.0,113
321,T,230513,115546,52.8352257N,1.3120497W,71,0.0,113
322,T,230513,115547,52.8352257N,1.3120497W,71,0.0,113
323,T,230513,115547,52.8352257N,1.3120497W,71,0.0,113
324,T,230513,115547,52.8352257N,1.3120497W,71,0.0,113
325,T,230513,115547,52.8352257N,1.3120497W,71,0.0,113
326,T,230513,115547,52.8352257N,1.3120497W,71,0.0,113
327,T,230513,115548,52.8352257N,1.3120497W,71,0.0,113
328,T,230513,115548,52.8352257N,1.3120497W,71,0.0,113
329,T,230513,115548,52.8352257N,1.3120497W,71,0.0,113
330,T,230513,115548,52.8352257N,1.3120497W,71,0.0,113
331,T,230513,115548,52.8352257N,1.3120497W,71,0.0,113
332,T,230513,115549,52.8352257N,1.3120497W,71,0.0,113
333,T,230513,115549,52.8352257N,1.3120497W,71,0.0,113
334,T,230513,115549,52.8352257N,1.3120497W,71,0.0,113
335,T,230513,115549,52.8352257N,1.3120497W,71,0.0,113
336,T,230513,115549,52.8352257N,1.3120497W,71,0.0,113
337,T,230513,115550,52.8352257N,1.3120497W,71,0.0,113
338,T,230513,115550,52.8352257N,1.3120496W,71,0.0,113
339,T,230513,115550,52.8352255N,1.3120497W,71,0.0,113
340,T,230513,115550,52.8352257N,1.3120497W,71,0.0,113
341,T,230513,115550,52.8352257N,1.3120497W,71,0.0,113
342,T,230513,115551,52.8352257N,1.3120497W,71,0.0,113
343,T,230513,115551,52.8352255N,1.3120496W,71,0.0,113
344,T,230513,115551,52.8352255N,1.3120496W,71,0.0,113
345,T,230513,115551,52.8352255N,1.3120496W,71,0.0,113
346,T,230513,115551,52.8352257N,1.3120496W,71,0.0,113
347,T,230513,115552,52.8352257N,1.3120497W,70,0.0,113
348,T,230513,115552,52.8352254N,1.3120496W,70,0.0,113
349,T,230513,115552,52.8352255N,1.3120496W,70,0.0,113
350,T,230513,115552,52.8352254N,1.3120496W,70,0.0,113
351,T,230513,115552,52.8352254N,1.3120496W,70,0.0,113
352,T,230513,115553,52.8352257N,1.3120497W,70,0.0,113
353,T,230513,115553,52.8352257N,1.3120497W,70,0.0,113
354,T,230513,115553,52.8352257N,1.3120497W,70,0.0,113
355,T,230513,115553,52.8352257N,1.3120496W,70,0.0,113
356,T,230513,115553,52.8352257N,1.3120496W,70,0.0,113
357,T,230513,115554,52.8352257N,1.3120497W,70,0.1,113
358,T,230513,115554,52.8352255N,1.3120497W,70,0.1,113
359,T,230513,115554,52.8352255N,1.3120497W,70,0.1,113
360,T,230513,115554,52.8352255N,1.3120497W,70,0.1,113
361,T,230513,115554,52.8352255N,1.3120496W,70,0.1,113
362,T,230513,115555,52.8352257N,1.3120497W,70,0.0,113
363,T,230513,115555,52.8352257N,1.3120497W,70,0.0,113
364,T,230513,115555,52.8352255N,1.3120496W,70,0.0,113
365,T,230513,115555,52.8352255N,1.3120496W,70,0.0,113
366,T,230513,115555,52.8352255N,1.3120496W,70,0.0,113
367,T,230513,115556,52.8352257N,1.3120497W,70,0.0,113
368,T,230513,115556,52.8352257N,1.3120497W,70,0.0,113
369,T,230513,115556,52.8352257N,1.3120496W,70,0.0,113
370,T,230513,115556,52.8352257N,1.3120497W,70,0.0,113
371,T,230513,115556,52.8352257N,1.3120497W,70,0.0,113
372,T,230513,115557,52.8352257N,1.3120497W,70,0.0,113
373,T,230513,115557,52.8352255N,1.3120496W,70,0.0,113
374,T,230513,115557,52.8352255N,1.3120496W,70,0.0,113
375,T,230513,115557,52.8352255N,1.3120496W,70,0.0,113
376,T,230513,115557,52.8352255N,1.3120497W,70,0.0,113
377,T,230513,115558,52.8352257N,1.3120497W,70,0.0,113
378,T,230513,115558,52.8352257N,1.3120496W,70,0.0,113
379,T,230513,115558,52.8352257N,1.3120497W,70,0.0,113
380,T,230513,115558,52.8352257N,1.3120497W,70,0.0,113
381,T,230513,115558,52.8352257N,1.3120496W,70,0.0,113
382,T,230513,115559,52.8352257N,1.3120497W,70,0.0,113
383,T,230513,115559,52.8352257N,1.3120496W,70,0.0,113
384,T,230513,115559,52.8352257N,1.3120496W,70,0.0,113
385,T,230513,115559,52.8352257N,1.3120496W,70,0.0,113
386,T,230513,115559,52.8352257N,1.3120496W,70,0.0,113
387,T,230513,115600,52.8352257N,1.3120497W,70,0.0,113
388,T,230513,115600,52.8352255N,1.3120496W,70,0.0,113
389,T,230513,115600,52.8352255N,1.3120497W,70,0.0,113
390,T,230513,115600,52.8352255N,1.3120497W,70,0.0,113
391,T,230513,115600,52.8352255N,1.3120497W,70,0.0,113
392,T,230513,115601,52.8352257N,1.3120497W,70,0.0,113
393,T,230513,115601,52.8352257N,1.3120498W,70,0.0,113
394,T,230513,115601,52.8352257N,1.3120498W,70,0.0,113
395,T,230513,115601,52.8352257N,1.3120498W,70,0.0,113
396,T,230513,115601,52.8352257N,1.3120498W,70,0.0,113
397,T,230513,115602,52.8352257N,1.3120497W,70,0.0,113
398,T,230513,115602,52.8352257N,1.3120496W,70,0.0,113
399,T,230513,115602,52.8352257N,1.3120496W,70,0.0,113
400,T,230513,115602,52.8352257N,1.3120496W,70,0.0,113
401,T,230513,115602,52.8352257N,1.3120496W,70,0.0,113
402,T,230513,115603,52.8352257N,1.3120497W,70,0.0,113
403,T,230513,115603,52.8352257N,1.3120496W,70,0.0,113
404,T,230513,115603,52.8352257N,1.3120496W,70,0.0,113
405,T,230513,115603,52.8352255N,1.3120496W,70,0.0,113
406,T,230513,115603,52.8352255N,1.3120495W,70,0.0,113
407,T,230513,115604,52.8352257N,1.3120497W,70,0.0,113
408,T,230513,115604,52.8352255N,1.3120496W,70,0.0,113
409,T,230513,115604,52.8352254N,1.3120496W,70,0.0,113
410,T,230513,115604,52.8352254N,1.3120495W,70,0.0,113
411,T,230513,115604,52.8352255N,1.3120496W,70,0.0,113
412,T,230513,115605,52.8352257N,1.3120497W,70,0.0,113
413,T,230513,115605,52.8352254N,1.3120495W,70,0.0,113
414,T,230513,115605,52.8352255N,1.3120496W,70,0.0,113
415,T,230513,115605,52.8352255N,1.3120496W,70,0.0,113
416,T,230513,115605,52.8352255N,1.3120496W,70,0.0,113
417,T,230513,115606,52.8352257N,1.3120497W,70,0.0,113
418,T,230513,115606,52.8352255N,1.3120496W,70,0.0,113
419,T,230513,115606,52.8352255N,1.3120497W,70,0.0,113
420,T,230513,115606,52.8352255N,1.3120496W,70,0.0,113
421,T,230513,115606,52.8352257N,1.3120497W,70,0.0,113
422,T,230513,115607,52.8352257N,1.3120497W,70,0.0,113
423,T,230513,115607,52.8352255N,1.3120495W,70,0.0,113
424,T,230513,115607,52.8352257N,1.3120495W,70,0.0,113
425,T,230513,115607,52.8352255N,1.3120495W,70,0.0,113
426,T,230513,115607,52.8352255N,1.3120495W,70,0.0,113
427,T,230513,115608,52.8352257N,1.3120497W,70,0.0,113
428,T,230513,115608,52.8352255N,1.3120495W,70,0.0,113
429,T,230513,115608,52.8352255N,1.3120496W,70,0.0,113
430,T,230513,115608,52.8352255N,1.3120496W,70,0.0,113
431,T,230513,115608,52.8352255N,1.3120496W,70,0.0,113
432,T,230513,115609,52.8352257N,1.3120497W,70,0.0,113
433,T,230513,115609,52.8352255N,1.3120496W,70,0.0,113
434,T,230513,115609,52.8352257N,1.3120496W,70,0.0,113
