INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
36,T,230513,000010,52.8353863N,1.3124239W,76,14.0,75
37,T,230513,000010,52.8353879N,1.3124121W,76,14.0,75
38,T,230513,000010,52.8353897N,1.3123996W,76,14.0,75
39,T,230513,000010,52.8353918N,1.3123872W,76,14.0,75
40,T,230513,000010,52.8353941N,1.3123748W,76,14.0,75
41,T,230513,000011,52.8353958N,1.3123629W,76,15.0,74
42,T,230513,000011,52.8353983N,1.3123509W,76,15.0,74
43,T,230513,000011,52.8354011N,1.3123384W,76,15.0,74
44,T,230513,000011,52.8354045N,1.3123265W,76,15.0,74
45,T,230513,000011,52.8354083N,1.3123153W,76,15.0,74
46,T,230513,000012,52.8354125N,1.3123027W,76,15.9,61
47,T,230513,000012,52.8354165N,1.3122916W,76,15.9,61
48,T,230513,000012,52.8354226N,1.3122802W,76,15.9,61
49,T,230513,000012,52.8354265N,1.3122684W,76,15.9,61
50,T,230513,000012,52.8354295N,1.3122545W,75,15.9,61
51,T,230513,000013,52.8354349N,1.3122440W,76,16.2,48
52,T,230513,000013,52.8354419N,1.3122347W,76,16.2,48
53,T,230513,000013,52.8354477N,1.3122248W,76,16.2,48
54,T,230513,000013,52.8354538N,1.3122153W,76,16.2,48
55,T,230513,000013,52.8354603N,1.3122065W,76,16.2,48
56,T,230513,000014,52.8354660N,1.3121955W,76,16.4,37
57,T,230513,000014,52.8354729N,1.3121875W,76,16.4,37
58,T,230513,000014,52.8354799N,1.3121795W,76,16.4,37
59,T,230513,000014,52.8354870N,1.3121725W,76,16.4,37
60,T,230513,000014,52.8354938N,1.3121654W,76,16.4,37
61,T,230513,000015,52.8355009N,1.3121570W,76,16.8,27
62,T,230513,000015,52.8355127N,1.3121527W,76,16.8,27
63,T,230513,000015,52.8355205N,1.3121472W,76,16.8,27
64,T,230513,000015,52.8355278N,1.3121423W,76,16.8,27
65,T,230513,000015,52.8355355N,1.3121377W,76,16.8,27
66,T,230513,000016,52.8355392N,1.3121316W,76,16.8,17
67,T,230513,000016,52.8355473N,1.3121309W,76,16.8,17
68,T,230513,000016,52.8355563N,1.3121310W,76,16.8,17
69,T,230513,000016,52.8355649N,1.3121298W,77,16.8,17
70,T,230513,000016,52.8355754N,1.3121275W,77,16.8,17
71,T,230513,000017,52.8355822N,1.3121154W,77,16.6,10
72,T,230513,000017,52.8355901N,1.3121138W,77,16.6,10
73,T,230513,000017,52.8355979N,1.3121126W,77,16.6,10
74,T,230513,000017,52.8356057N,1.3121126W,77,16.6,10
75,T,230513,000017,52.8356118N,1.3121135W,77,16.6,10
76,T,230513,000018,52.8356213N,1.3121072W,77,16.2,7
77,T,230513,000018,52.8356286N,1.3121060W,77,16.2,7
78,T,230513,000018,52.8356361N,1.3121056W,77,16.2,7
79,T,230513,000018,52.8356437N,1.3121052W,77,16.2,7
80,T,230513,000018,52.8356511N,1.3121050W,77,16.2,7
81,T,230513,000019,52.8356584N,1.3121013W,77,15.5,5
82,T,230513,000019,52.8356657N,1.3121013W,77,15.5,5
83,T,230513,000019,52.8356728N,1.3121000W,77,15.5,5
84,T,230513,000019,52.8356790N,1.3121004W,77,15.5,5
85,T,230513,000019,52.8356865N,1.3121012W,77,15.5,5
86,T,230513,000020,52.8356924N,1.3120987W,77,15.0,0
87,T,230513,000020,52.8356976N,1.3120999W,77,15.0,0
88,T,230513,000020,52.8357026N,1.3121012W,76,15.0,0
89,T,230513,000020,52.8357073N,1.3121008W,76,15.0,0
90,T,230513,000020,52.8357143N,1.3120987W,76,15.0,0
91,T,230513,000021,52.8357172N,1.3121024W,75,12.7,350
92,T,230513,000021,52.8357224N,1.3121043W,75,12.7,350
93,T,230513,000021,52.8357234N,1.3121069W,74,12.7,350
94,T,230513,000021,52.8357270N,1.3121161W,74,12.7,350
95,T,230513,000021,52.8357310N,1.3121269W,74,12.7,350
96,T,230513,000022,52.8357309N,1.3121291W,74,10.9,329
97,T,230513,000022,52.8357301N,1.3121364W,73,10.9,329
98,T,230513,000022,52.8357297N,1.3121441W,73,10.9,329
99,T,230513,000022,52.8357353N,1.3121474W,72,10.9,329
100,T,230513,000022,52.8357369N,1.3121492W,71,10.9,329
101,T,230513,000023,52.8357417N,1.3121467W,72,12.5,327
102,T,230513,000023,52.8357346N,1.3121483W,71,12.5,327
103,T,230513,000023,52.8357348N,1.3121591W,71,12.5,327
104,T,230513,000023,52.8357321N,1.3121694W,71,12.5,327
105,T,230513,000023,52.8357313N,1.3121796W,71,12.5,327
106,T,230513,000024,52.8357638N,1.3121842W,74,11.6,291
107,T,230513,000024,52.8357625N,1.3121951W,74,11.6,291
108,T,230513,000024,52.8357615N,1.3122062W,74,11.6,291
109,T,230513,000024,52.8357602N,1.3122177W,74,11.6,291
110,T,230513,000024,52.8357559N,1.3122266W,74,11.6,291
111,T,230513,000025,52.8357663N,1.3122338W,74,12.2,263
112,T,230513,000025,52.8357652N,1.3122448W,74,12.2,263
113,T,230513,000025,52.8357634N,1.3122529W,73,12.2,263
114,T,230513,000025,52.8357623N,1.3122638W,73,12.2,263
115,T,230513,000025,52.8357610N,1.3122748W,73,12.2,263
116,T,230513,000026,52.8357609N,1.3122899W,74,12.9,259
117,T,230513,000026,52.8357566N,1.3123008W,74,12.9,259
118,T,230513,000026,52.8357520N,1.3123118W,75,12.9,259
119,T,230513,000026,52.8357504N,1.3123227W,75,12.9,259
120,T,230513,000026,52.8357490N,1.3123333W,75,12.9,259
121,T,230513,000027,52.8357541N,1.3123446W,74,12.7,258
122,T,230513,000027,52.8357529N,1.3123540W,75,12.7,258
123,T,230513,000027,52.8357516N,1.3123639W,75,12.7,258
124,T,230513,000027,52.8357508N,1.3123735W,75,12.7,258
125,T,230513,000027,52.8357499N,1.3123826W,75,12.7,258
126,T,230513,000028,52.8357515N,1.3123948W,75,12.2,268
127,T,230513,000028,52.8357512N,1.3124035W,75,12.2,268
128,T,230513,000028,52.8357512N,1.3124121W,75,12.2,268
129,T,230513,000028,52.8357512N,1.3124201W,75,12.2,268
130,T,230513,000028,52.8357514N,1.3124275W,75,12.2,268
131,T,230513,000029,52.8357511N,1.3124343W,75,10.9,274
132,T,230513,000029,52.8357511N,1.3124403W,75,10.9,274
133,T,230513,000029,52.8357514N,1.3124456W,75,10.9,274
134,T,230513,000029,52.8357516N,1.3124498W,75,10.9,274
135,T,230513,000029,52.8357518N,1.3124530W,75,10.9,274
136,T,230513,000030,52.8357521N,1.3124641W,75,8.7,275
137,T,230513,000030,52.8357521N,1.3124656W,75,8.7,275
138,T,230513,000030,52.8357520N,1.3124665W,75,8.7,275
139,T,230513,000030,52.8357520N,1.3124675W,75,8.7,275
140,T,230513,000030,52.8357520N,1.3124684W,75,8.7,275
141,T,230513,000031,52.8357516N,1.3124749W,75,1.4,275
142,T,230513,000031,52.8357512N,1.3124754W,75,1.4,275
143,T,230513,000031,52.8357512N,1.3124759W,75,1.4,275
144,T,230513,000031,52.8357512N,1.3124762W,75,1.4,275
145,T,230513,000031,52.8357512N,1.3124762W,75,1.4,275
146,T,230513,000032,52.8357516N,1.3124749W,75,0.5,275
147,T,230513,000032,52.8357511N,1.3124742W,75,0.5,275
148,T,230513,000032,52.8357511N,1.3124731W,75,0.5,275
149,T,230513,000032,52.8357506N,1.3124717W,75,0.5,275
150,T,230513,000032,52.8357506N,1.3124697W,75,0.5,275
151,T,230513,000033,52.8357516N,1.3124717W,75,2.0,56
152,T,230513,000033,52.8357520N,1.3124684W,75,2.0,56
153,T,230513,000033,52.8357522N,1.3124644W,75,2.0,56
154,T,230513,000033,52.8357526N,1.3124604W,75,2.0,56
155,T,230513,000034,52.8357496N,1.3124619W,75,4.0,77
156,T,230513,000034,52.8357498N,1.3124572W,75,4.0,77
157,T,230513,000034,52.8357502N,1.3124521W,75,4.0,77
158,T,230513,000034,52.8357505N,1.3124470W,75,4.0,77
159,T,230513,000034,52.8357509N,1.3124417W,75,4.0,77
160,T,230513,000035,52.8357479N,1.3124428W,75,5.5,80
161,T,230513,000035,52.8357477N,1.3124372W,75,5.5,80
162,T,230513,000035,52.8357478N,1.3124315W,75,5.5,80
163,T,230513,000035,52.8357480N,1.3124256W,75,5.5,80
164,T,230513,000035,52.8357479N,1.3124196W,75,5.5,80
165,T,230513,000036,52.8357458N,1.3124175W,75,6.4,89
166,T,230513,000036,52.8357455N,1.3124113W,75,6.4,89
167,T,230513,000036,52.8357452N,1.3124049W,75,6.4,89
168,T,230513,000036,52.8357447N,1.3123987W,75,6.4,89
169,T,230513,000036,52.8357445N,1.3123923W,75,6.4,89
170,T,230513,000037,52.8357423N,1.3123902W,75,7.4,92
171,T,230513,000037,52.8357418N,1.3123837W,75,7.4,92
172,T,230513,000037,52.8357416N,1.3123773W,75,7.4,92
173,T,230513,000037,52.8357416N,1.3123707W,75,7.4,92
174,T,230513,000037,52.8357415N,1.3123642W,75,7.4,92
175,T,230513,000038,52.8357410N,1.3123581W,75,7.7,92
176,T,230513,000038,52.8357409N,1.3123515W,75,7.7,92
177,T,230513,000038,52.8357405N,1.3123451W,75,7.7,92
178,T,230513,000038,52.8357399N,1.3123385W,75,7.7,92
179,T,230513,000038,52.8357394N,1.3123321W,75,7.7,92
180,T,230513,000039,52.8357377N,1.3123276W,75,7.7,91
181,T,230513,000039,52.8357368N,1.3123211W,75,7.7,91
182,T,230513,000039,52.8357373N,1.3123160W,75,7.7,91
183,T,230513,000039,52.8357377N,1.3123104W,75,7.7,91
184,T,230513,000039,52.8357368N,1.3123040W,75,7.7,91
185,T,230513,000040,52.8357346N,1.3123000W,75,7.5,91
186,T,230513,000040,52.8357340N,1.3122938W,75,7.5,91
187,T,230513,000040,52.8357336N,1.3122878W,75,7.5,91
188,T,230513,000040,52.8357335N,1.3122818W,75,7.5,91
189,T,230513,000040,52.8357332N,1.3122758W,75,7.5,91
190,T,230513,000041,52.8357311N,1.3122706W,75,7.4,93
191,T,230513,000041,52.8357290N,1.3122667W,76,7.4,93
192,T,230513,000041,52.8357284N,1.3122606W,76,7.4,93
193,T,230513,000041,52.8357284N,1.3122550W,76,7.4,93
194,T,230513,000041,52.8357284N,1.3122494W,76,7.4,93
195,T,230513,000042,52.8357274N,1.3122472W,76,7.2,81
196,T,230513,000042,52.8357279N,1.3122417W,76,7.2,81
197,T,230513,000042,52.8357284N,1.3122363W,76,7.2,81
198,T,230513,000042,52.8357287N,1.3122308W,76,7.2,81
199,T,230513,000042,52.8357288N,1.3122255W,76,7.2,81
200,T,230513,000043,52.8357272N,1.3122239W,76,6.8,85
201,T,230513,000043,52.8357269N,1.3122185W,76,6.8,85
202,T,230513,000043,52.8357270N,1.3122134W,76,6.8,85
203,T,230513,000043,52.8357270N,1.3122082W,76,6.8,85
204,T,230513,000043,52.8357275N,1.3122031W,76,6.8,85
205,T,230513,000044,52.8357280N,1.3121991W,76,6.6,85
206,T,230513,000044,52.8357278N,1.3121939W,76,6.6,85
207,T,230513,000044,52.8357280N,1.3121889W,76,6.6,85
208,T,230513,000044,52.8357281N,1.3121839W,76,6.6,85
209,T,230513,000044,52.8357280N,1.3121789W,76,6.6,85
210,T,230513,000045,52.8357273N,1.3121759W,75,6.4,91
211,T,230513,000045,52.8357268N,1.3121711W,76,6.4,91
212,T,230513,000045,52.8357264N,1.3121662W,76,6.4,91
213,T,230513,000045,52.8357261N,1.3121614W,76,6.4,91
214,T,230513,000045,52.8357261N,1.3121600W,76,6.4,91
215,T,230513,000046,52.8357248N,1.3121532W,76,6.2,93
216,T,230513,000046,52.8357255N,1.3121521W,76,6.2,93
217,T,230513,000046,52.8357256N,1.3121480W,76,6.2,93
218,T,230513,000046,52.8357256N,1.3121441W,75,6.2,93
219,T,230513,000046,52.8357261N,1.3121402W,75,6.2,93
220,T,230513,000047,52.8357242N,1.3121333W,75,5.7,92
221,T,230513,000047,52.8357236N,1.3121309W,76,5.7,92
222,T,230513,000047,52.8357226N,1.3121292W,76,5.7,92
223,T,230513,000047,52.8357253N,1.3121290W,76,5.7,92
224,T,230513,000047,52.8357264N,1.3121285W,76,5.7,92
225,T,230513,000048,52.8357218N,1.3121184W,76,5.3,84
226,T,230513,000048,52.8357224N,1.3121180W,76,5.3,84
227,T,230513,000048,52.8357224N,1.3121180W,76,5.3,84
228,T,230513,000048,52.8357219N,1.3121170W,76,5.3,84
229,T,230513,000048,52.8357208N,1.3121166W,77,5.3,84
230,T,230513,000049,52.8357218N,1.3121184W,77,0.5,84
231,T,230513,000049,52.8357214N,1.3121176W,77,0.5,84
232,T,230513,000049,52.8357212N,1.3121170W,77,0.5,84
233,T,230513,000049,52.8357207N,1.3121166W,77,0.5,84
234,T,230513,000049,52.8357206N,1.3121147W,77,0.5,84
235,T,230513,000050,52.8357218N,1.3121184W,77,1.8,84
236,T,230513,000050,52.8357217N,1.3121163W,77,1.8,84
237,T,230513,000050,52.8357214N,1.3121163W,77,1.8,84
238,T,230513,000050,52.8357217N,1.3121165W,77,1.8,84
239,T,230513,000050,52.8357213N,1.3121162W,77,1.8,84
240,T,230513,000051,52.8357160N,1.3120934W,77,1.8,84
241,T,230513,000051,52.8357164N,1.3120934W,77,1.8,84
242,T,230513,000051,52.8357169N,1.3120931W,77,1.8,84
243,T,230513,000051,52.8357168N,1.3120931W,77,1.8,84
244,T,230513,000051,52.8357161N,1.3120931W,77,1.8,84
245,T,230513,000052,52.8357160N,1.3120934W,78,0.9,84
246,T,230513,000052,52.8357168N,1.3120908W,78,0.9,84
247,T,230513,000052,52.8357174N,1.3120907W,78,0.9,84
248,T,230513,000052,52.8357173N,1.3120906W,78,0.9,84
249,T,230513,000053,52.8357160N,1.3120934W,78,0.9,84
250,T,230513,000053,52.8357158N,1.3120929W,78,0.9,84
251,T,230513,000053,52.8357158N,1.3120926W,78,0.9,84
252,T,230513,000053,52.8357160N,1.3120923W,78,0.9,84
253,T,230513,000053,52.8357161N,1.3120915W,78,0.9,84
254,T,230513,000054,52.8357160N,1.3120934W,78,0.7,84
255,T,230513,000054,52.8357160N,1.3120937W,78,0.7,84
256,T,230513,000054,52.8357161N,1.3120931W,78,0.7,84
257,T,230513,000054,52.8357161N,1.3120929W,78,0.7,84
258,T,230513,000054,52.8357160N,1.3120926W,78,0.7,84
259,T,230513,000055,52.8357160N,1.3120934W,78,0.7,84
260,T,230513,000055,52.8357160N,1.3120936W,78,0.7,84
261,T,230513,000055,52.8357160N,1.3120936W,78,0.7,84
262,T,230513,000055,52.8357158N,1.3120931W,78,0.7,84
263,T,230513,000055,52.8357161N,1.3120925W,78,0.7,84
264,T,230513,000056,52.8357160N,1.3120934W,78,0.5,84
265,T,230513,000056,52.8357161N,1.3120934W,78,0.5,84
266,T,230513,000056,52.8357161N,1.3120934W,78,0.5,84
267,T,230513,000056,52.8357160N,1.3120932W,78,0.5,84
268,T,230513,000056,52.8357160N,1.3120930W,78,0.5,84
269,T,230513,000057,52.8357160N,1.3120934W,78,0.7,84
270,T,230513,000057,52.8357160N,1.3120929W,78,0.7,84
271,T,230513,000057,52.8357161N,1.3120925W,78,0.7,84
272,T,230513,000057,52.8357161N,1.3120923W,78,0.7,84
273,T,230513,000057,52.8357162N,1.3120920W,78,0.7,84
274,T,230513,000057,52.8357162N,1.3120920W,78,0.7,84
275,T,230513,000058,52.8357154N,1.3120933W,78,0.3,84
276,T,230513,000058,52.8357152N,1.3120933W,78,0.3,84
277,T,230513,000058,52.8357152N,1.3120933W,78,0.3,84
278,T,230513,000058,52.8357152N,1.3120933W,78,0.3,84
279,T,230513,000059,52.8357160N,1.3120934W,78,0.3,84
280,T,230513,000059,52.8357160N,1.3120934W,78,0.3,84
281,T,230513,000059,52.8357161N,1.3120934W,78,0.3,84
282,T,230513,000059,52.8357160N,1.3120934W,78,0.3,84
283,T,230513,000059,52.8357160N,1.3120934W,78,0.3,84
284,T,230513,000100,52.8357160N,1.3120934W,78,0.1,84
285,T,230513,000100,52.8357161N,1.3120936W,78,0.1,84
286,T,230513,000100,52.8357162N,1.3120934W,78,0.1,84
287,T,230513,000100,52.8357162N,1.3120934W,78,0.1,84
288,T,230513,000100,52.8357161N,1.3120933W,78,0.1,84
289,T,230513,000101,52.8357160N,1.3120934W,78,0.5,84
290,T,230513,000101,52.8357160N,1.3120931W,78,0.5,84
291,T,230513,000101,52.8357161N,1.3120931W,78,0.5,84
292,T,230513,000101,52.8357161N,1.3120931W,78,0.5,84
293,T,230513,000101,52.8357161N,1.3120931W,78,0.5,84
294,T,230513,000102,52.8357160N,1.3120934W,78,0.1,84
295,T,230513,000102,52.8357158N,1.3120933W,78,0.1,84
296,T,230513,000102,52.8357160N,1.3120934W,78,0.1,84
297,T,230513,000102,52.8357158N,1.3120932W,78,0.1,84
298,T,230513,000102,52.8357158N,1.3120932W,78,0.1,84
299,T,230513,000103,52.8357160N,1.3120934W,78,0.3,84
300,T,230513,000103,52.8357162N,1.3120933W,78,0.3,84
301,T,230513,000103,52.8357162N,1.3120936W,78,0.3,84
302,T,230513,000103,52.8357162N,1.3120934W,78,0.3,84
303,T,230513,000103,52.8357160N,1.3120937W,78,0.3,84
304,T,230513,000104,52.8357160N,1.3120934W,78,0.3,84
305,T,230513,000104,52.8357160N,1.3120936W,78,0.3,84
306,T,230513,000104,52.8357158N,1.3120936W,78,0.3,84
307,T,230513,000104,52.8357158N,1.3120936W,78,0.3,84
308,T,230513,000104,52.8357157N,1.3120936W,78,0.3,84
309,T,230513,000105,52.8357160N,1.3120934W,78,0.1,84
310,T,230513,000105,52.8357161N,1.3120933W,78,0.1,84
311,T,230513,000105,52.8357161N,1.3120934W,78,0.1,84
312,T,230513,000105,52.8357160N,1.3120936W,78,0.1,84
313,T,230513,000105,52.8357161N,1.3120934W,78,0.1,84
314,T,230513,000106,52.8357160N,1.3120934W,78,0.0,84
315,T,230513,000106,52.8357161N,1.3120934W,78,0.0,84
316,T,230513,000106,52.8357160N,1.3120936W,78,0.0,84
317,T,230513,000106,52.8357160N,1.3120934W,78,0.0,84
318,T,230513,000106,52.8357160N,1.3120936W,78,0.0,84
319,T,230513,000107,52.8357160N,1.3120934W,78,0.0,84
320,T,230513,000107,52.8357160N,1.3120934W,78,0.0,84
321,T,230513,000107,52.8357160N,1.3120936W,78,0.0,84
322,T,230513,000107,52.8357160N,1.3120936W,78,0.0,84
323,T,230513,000107,52.8357160N,1.3120933W,78,0.0,84
324,T,230513,000108,52.8357160N,1.3120934W,78,0.0,84
325,T,230513,000108,52.8357161N,1.3120934W,78,0.0,84
326,T,230513,000108,52.8357161N,1.3120936W,78,0.0,84
327,T,230513,000108,52.8357161N,1.3120936W,78,0.0,84
328,T,230513,000108,52.8357160N,1.3120936W,78,0.0,84
329,T,230513,000109,52.8357160N,1.3120934W,78,0.0,84
330,T,230513,000109,52.8357161N,1.3120936W,78,0.0,84
331,T,230513,000109,52.8357161N,1.3120936W,78,0.0,84
332,T,230513,000109,52.8357161N,1.3120934W,78,0.0,84
333,T,230513,000109,52.8357161N,1.3120934W,78,0.0,84
334,T,230513,000110,52.8357160N,1.3120934W,78,0.0,84
335,T,230513,000110,52.8357161N,1.3120934W,78,0.0,84
336,T,230513,000110,52.8357161N,1.3120934W,78,0.0,84
337,T,230513,000110,52.8357161N,1.3120936W,78,0.0,84
338,T,230513,000110,52.8357160N,1.3120934W,78,0.0,84
339,T,230513,000111,52.8357160N,1.3120934W,78,0.0,84
340,T,230513,000111,52.8357160N,1.3120936W,78,0.0,84
341,T,230513,000111,52.8357161N,1.3120936W,78,0.0,84
342,T,230513,000111,52.8357160N,1.3120936W,78,0.0,84
343,T,230513,000111,52.8357160N,1.3120936W,78,0.0,84
344,T,230513,000112,52.8357160N,1.3120934W,78,0.0,84
345,T,230513,000112,52.8357161N,1.3120936W,78,0.0,84
346,T,230513,000112,52.8357161N,1.3120937W,78,0.0,84
347,T,230513,000112,52.8357162N,1.3120936W,78,0.0,84
348,T,230513,000112,52.8357161N,1.3120936W,78,0.0,84
349,T,230513,000113,52.8357160N,1.3120934W,78,0.1,84
350,T,230513,000113,52.8357161N,1.3120936W,78,0.1,84
351,T,230513,000113,52.8357161N,1.3120936W,78,0.1,84
352,T,230513,000113,52.8357161N,1.3120934W,78,0.1,84
353,T,230513,000113,52.8357161N,1.3120934W,78,0.1,84
354,T,230513,000114,52.8357160N,1.3120934W,78,0.0,84
355,T,230513,000114,52.8357160N,1.3120931W,78,0.0,84
356,T,230513,000114,52.8357158N,1.3120930W,78,0.0,84
357,T,230513,000114,52.8357158N,1.3120930W,78,0.0,84
358,T,230513,000114,52.8357160N,1.3120926W,78,0.0,84
359,T,230513,000115,52.8357160N,1.3120934W,78,0.1,84
360,T,230513,000115,52.8357161N,1.3120936W,78,0.1,84
361,T,230513,000115,52.8357161N,1.3120934W,78,0.1,84
362,T,230513,000115,52.8357161N,1.3120933W,78,0.1,84
363,T,230513,000115,52.8357161N,1.3120934W,78,0.1,84
364,T,230513,000116,52.8357160N,1.3120934W,78,0.0,84
365,T,230513,000116,52.8357161N,1.3120933W,78,0.0,84
366,T,230513,000116,52.8357161N,1.3120933W,78,0.0,84
367,T,230513,000116,52.8357160N,1.3120933W,78,0.0,84
368,T,230513,000116,52.8357160N,1.3120933W,78,0.0,84
369,T,230513,000117,52.8357160N,1.3120934W,78,0.1,84
370,T,230513,000117,52.8357160N,1.3120934W,78,0.1,84
371,T,230513,000117,52.8357160N,1.3120934W,78,0.1,84
372,T,230513,000117,52.8357158N,1.3120936W,78,0.1,84
373,T,230513,000117,52.8357158N,1.3120937W,78,0.1,84
374,T,230513,000118,52.8357160N,1.3120934W,78,0.7,84
375,T,230513,000118,52.8357160N,1.3120934W,78,0.7,84
376,T,230513,000118,52.8357160N,1.3120934W,78,0.7,84
377,T,230513,000118,52.8357160N,1.3120934W,78,0.7,84
378,T,230513,000118,52.8357160N,1.3120936W,78,0.7,84
379,T,230513,000119,52.8357160N,1.3120934W,78,0.7,84
380,T,230513,000119,52.8357160N,1.3120934W,78,0.7,84
381,T,230513,000119,52.8357160N,1.3120934W,78,0.7,84
382,T,230513,000119,52.8357161N,1.3120933W,78,0.7,84
383,T,230513,000119,52.8357160N,1.3120933W,78,0.7,84
384,T,230513,000120,52.8357160N,1.3120934W,78,0.1,84
385,T,230513,000120,52.8357162N,1.3120936W,78,0.1,84
386,T,230513,000120,52.8357162N,1.3120936W,78,0.1,84
387,T,230513,000120,52.8357162N,1.3120936W,78,0.1,84
388,T,230513,000120,52.8357161N,1.3120939W,78,0.1,84
389,T,230513,000121,52.8357160N,1.3120934W,78,0.0,84
390,T,230513,000121,52.8357164N,1.3120936W,78,0.0,84
391,T,230513,000121,52.8357164N,1.3120936W,78,0.0,84
392,T,230513,000121,52.8357163N,1.3120940W,78,0.0,84
393,T,230513,000121,52.8357162N,1.3120944W,78,0.0,84
394,T,230513,000122,52.8357160N,1.3120934W,78,0.1,84
395,T,230513,000122,52.8357160N,1.3120938W,78,0.1,84
396,T,230513,000122,52.8357160N,1.3120938W,78,0.1,84
397,T,230513,000122,52.8357160N,1.3120939W,78,0.1,84
398,T,230513,000122,52.8357157N,1.3120942W,78,0.1,84
399,T,230513,000123,52.8357160N,1.3120934W,78,0.0,84
400,T,230513,000123,52.8357160N,1.3120934W,78,0.0,84
401,T,230513,000123,52.8357162N,1.3120937W,78,0.0,84
402,T,230513,000123,52.8357164N,1.3120939W,78,0.0,84
403,T,230513,000123,52.8357164N,1.3120940W,78,0.0,84
404,T,230513,000124,52.8357160N,1.3120934W,78,0.0,84
405,T,230513,000124,52.8357160N,1.3120936W,78,0.0,84
406,T,230513,000124,52.8357160N,1.3120936W,78,0.0,84
407,T,230513,000124,52.8357160N,1.3120936W,78,0.0,84
408,T,230513,000124,52.8357160N,1.3120937W,78,0.0,84
409,T,230513,000125,52.8357160N,1.3120934W,78,0.1,84
410,T,230513,000125,52.8357157N,1.3120936W,78,0.1,84
411,T,230513,000125,52.8357156N,1.3120936W,78,0.1,84
412,T,230513,000125,52.8357155N,1.3120948W,78,0.1,84
413,T,230513,000125,52.8357150N,1.3120958W,78,0.1,84
414,T,230513,000126,52.8357160N,1.3120934W,78,0.1,84
415,T,230513,000126,52.8357155N,1.3120937W,78,0.1,84
416,T,230513,000126,52.8357150N,1.3120938W,78,0.1,84
417,T,230513,000126,52.8357146N,1.3120933W,78,0.1,84
418,T,230513,000126,52.8357138N,1.3120937W,78,0.1,84
419,T,230513,000127,52.8357160N,1.3120934W,78,0.0,84
420,T,230513,000127,52.8357160N,1.3120932W,78,0.0,84
421,T,230513,000127,52.8357163N,1.3120951W,77,0.0,84
422,T,230513,000127,52.8357172N,1.3120970W,77,0.0,84
423,T,230513,000127,52.8357166N,1.3120977W,77,0.0,84
424,T,230513,000128,52.8357160N,1.3120934W,77,0.3,84
425,T,230513,000128,52.8357158N,1.3120945W,77,0.3,84
426,T,230513,000128,52.8357155N,1.3120957W,77,0.3,84
427,T,230513,000128,52.8357157N,1.3120964W,77,0.3,84
428,T,230513,000128,52.8357158N,1.3120974W,77,0.3,84
429,T,230513,000129,52.8357160N,1.3120934W,77,1.8,84
430,T,230513,000129,52.8357157N,1.3120945W,77,1.8,84
431,T,230513,000129,52.8357158N,1.3120958W,77,1.8,84
432,T,230513,000129,52.8357158N,1.3120971W,77,1.8,84
433,T,230513,000129,52.8357152N,1.3120976W,77,1.8,84
434,T,230513,000130,52.8356815N,1.3120940W,77,2.5,84
