INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING
35,T,230512,092758,52.8351856N,1.3120232W,72,0.0,85
36,T,230512,092758,52.8351856N,1.3120232W,72,0.0,85
37,T,230512,092759,52.8351855N,1.3120232W,72,0.0,85
38,T,230512,092759,52.8351855N,1.3120232W,72,0.0,85
39,T,230512,092759,52.8351855N,1.3120232W,72,0.0,85
40,T,230512,092759,52.8351855N,1.3120232W,72,0.0,85
41,T,230512,092759,52.8351855N,1.3120232W,72,0.0,85
42,T,230512,092800,52.8351855N,1.3120232W,72,0.0,85
43,T,230512,092800,52.8351860N,1.3120230W,72,0.0,85
44,T,230512,092800,52.8351860N,1.3120229W,72,0.0,85
45,T,230512,092800,52.8351860N,1.3120229W,72,0.0,85
46,T,230512,092800,52.8351860N,1.3120229W,72,0.0,85
47,T,230512,092801,52.8351855N,1.3120232W,72,0.0,85
48,T,230512,092801,52.8351855N,1.3120231W,72,0.0,85
49,T,230512,092801,52.8351855N,1.3120231W,72,0.0,85
50,T,230512,092801,52.8351855N,1.3120232W,72,0.0,85
51,T,230512,092801,52.8351855N,1.3120232W,72,0.0,85
52,T,230512,092802,52.8351855N,1.3120232W,72,0.1,85
53,T,230512,092802,52.8351856N,1.3120232W,72,0.1,85
54,T,230512,092802,52.8351855N,1.3120232W,72,0.1,85
55,T,230512,092802,52.8351855N,1.3120232W,72,0.1,85
56,T,230512,092802,52.8351855N,1.3120232W,72,0.1,85
57,T,230512,092803,52.8351855N,1.3120232W,72,0.0,85
58,T,230512,092803,52.8351855N,1.3120231W,72,0.0,85
59,T,230512,092803,52.8351855N,1.3120231W,72,0.0,85
60,T,230512,092803,52.8351855N,1.3120232W,72,0.0,85
61,T,230512,092803,52.8351855N,1.3120232W,72,0.0,85
62,T,230512,092804,52.8351855N,1.3120232W,72,0.0,85
63,T,230512,092804,52.8351855N,1.3120232W,72,0.0,85
64,T,230512,092804,52.8351855N,1.3120231W,72,0.0,85
65,T,230512,092804,52.8351855N,1.3120231W,72,0.0,85
66,T,230512,092804,52.8351855N,1.3120231W,72,0.0,85
67,T,230512,092805,52.8351855N,1.3120232W,72,0.0,85
68,T,230512,092805,52.8351855N,1.3120231W,72,0.0,85
69,T,230512,092805,52.8351855N,1.3120230W,72,0.0,85
70,T,230512,092805,52.8351855N,1.3120232W,72,0.0,85
71,T,230512,092805,52.8351855N,1.3120231W,72,0.0,85
72,T,230512,092806,52.8351855N,1.3120232W,72,0.0,85
73,T,230512,092806,52.8351855N,1.3120231W,72,0.0,85
74,T,230512,092806,52.8351856N,1.3120232W,72,0.0,85
75,T,230512,092806,52.8351855N,1.3120231W,72,0.0,85
76,T,230512,092806,52.8351855N,1.3120232W,72,0.0,85
77,T,230512,092807,52.8351855N,1.3120232W,72,0.3,85
78,T,230512,092807,52.8351856N,1.3120232W,72,0.3,85
79,T,230512,092807,52.8351855N,1.3120231W,72,0.3,85
80,T,230512,092807,52.8351855N,1.3120232W,72,0.3,85
81,T,230512,092807,52.8351855N,1.3120232W,72,0.3,85
82,T,230512,092808,52.8351855N,1.3120232W,72,0.0,85
83,T,230512,092808,52.8351855N,1.3120231W,72,0.0,85
84,T,230512,092808,52.8351855N,1.3120231W,72,0.0,85
85,T,230512,092808,52.8351855N,1.3120231W,72,0.0,85
86,T,230512,092808,52.8351855N,1.3120230W,72,0.0,85
87,T,230512,092809,52.8351855N,1.3120232W,72,0.0,85
88,T,230512,092809,52.8351856N,1.3120229W,72,0.0,85
89,T,230512,092809,52.8351856N,1.3120229W,72,0.0,85
90,T,230512,092809,52.8351856N,1.3120229W,72,0.0,85
91,T,230512,092809,52.8351856N,1.3120229W,72,0.0,85
92,T,230512,092810,52.8351855N,1.3120232W,72,0.0,85
93,T,230512,092810,52.8351855N,1.3120231W,72,0.0,85
94,T,230512,092810,52.8351855N,1.3120231W,72,0.0,85
95,T,230512,092810,52.8351855N,1.3120231W,72,0.0,85
96,T,230512,092810,52.8351856N,1.3120230W,72,0.0,85
97,T,230512,092811,52.8351855N,1.3120232W,72,0.0,85
98,T,230512,092811,52.8351855N,1.3120231W,72,0.0,85
99,T,230512,092811,52.8351855N,1.3120232W,72,0.0,85
100,T,230512,092811,52.8351855N,1.3120232W,72,0.0,85
101,T,230512,092811,52.8351855N,1.3120231W,72,0.0,85
102,T,230512,092812,52.8351855N,1.3120232W,72,0.0,85
103,T,230512,092812,52.8351855N,1.3120232W,72,0.0,85
104,T,230512,092812,52.8351855N,1.3120231W,72,0.0,85
105,T,230512,092812,52.8351855N,1.3120231W,72,0.0,85
106,T,230512,092812,52.8351855N,1.3120231W,72,0.0,85
107,T,230512,092813,52.8351855N,1.3120232W,72,0.7,85
108,T,230512,092813,52.8351855N,1.3120231W,72,0.7,85
109,T,230512,092813,52.8351855N,1.3120231W,72,0.7,85
110,T,230512,092813,52.8351855N,1.3120231W,72,0.7,85
111,T,230512,092813,52.8351855N,1.3120231W,72,0.7,85
112,T,230512,092814,52.8351855N,1.3120232W,72,0.0,85
113,T,230512,092814,52.8351856N,1.3120232W,72,0.0,85
114,T,230512,092814,52.8351855N,1.3120231W,72,0.0,85
115,T,230512,092814,52.8351855N,1.3120231W,72,0.0,85
116,T,230512,092814,52.8351856N,1.3120232W,72,0.0,85
117,T,230512,092815,52.8351855N,1.3120232W,72,0.0,85
118,T,230512,092815,52.8351855N,1.3120232W,72,0.0,85
119,T,230512,092815,52.8351855N,1.3120231W,72,0.0,85
120,T,230512,092815,52.8351855N,1.3120231W,72,0.0,85
121,T,230512,092815,52.8351855N,1.3120231W,72,0.0,85
122,T,230512,092816,52.8351855N,1.3120232W,72,0.0,85
123,T,230512,092816,52.8351856N,1.3120231W,72,0.0,85
124,T,230512,092816,52.8351855N,1.3120231W,72,0.0,85
125,T,230512,092816,52.8351855N,1.3120231W,72,0.0,85
126,T,230512,092816,52.8351855N,1.3120231W,72,0.0,85
127,T,230512,092817,52.8351855N,1.3120232W,72,0.0,85
128,T,230512,092817,52.8351855N,1.3120232W,72,0.0,85
129,T,230512,092817,52.8351855N,1.3120232W,72,0.0,85
130,T,230512,092817,52.8351856N,1.3120232W,72,0.0,85
131,T,230512,092817,52.8351855N,1.3120232W,72,0.0,85
132,T,230512,092818,52.8351855N,1.3120232W,72,0.0,85
133,T,230512,092818,52.8351855N,1.3120232W,72,0.0,85
134,T,230512,092818,52.8351855N,1.3120231W,72,0.0,85
135,T,230512,092818,52.8351855N,1.3120231W,72,0.0,85
136,T,230512,092818,52.8351855N,1.3120232W,72,0.0,85
137,T,230512,092819,52.8351855N,1.3120232W,72,0.0,85
138,T,230512,092819,52.8351855N,1.3120232W,72,0.0,85
139,T,230512,092819,52.8351855N,1.3120231W,72,0.0,85
140,T,230512,092819,52.8351855N,1.3120231W,72,0.0,85
141,T,230512,092819,52.8351856N,1.3120231W,72,0.0,85
142,T,230512,092820,52.8351855N,1.3120232W,72,0.1,85
143,T,230512,092820,52.8351857N,1.3120236W,72,0.1,85
144,T,230512,092820,52.8351857N,1.3120235W,72,0.1,85
145,T,230512,092820,52.8351857N,1.3120235W,72,0.1,85
146,T,230512,092820,52.8351857N,1.3120235W,72,0.1,85
147,T,230512,092821,52.8351855N,1.3120232W,72,0.0,85
148,T,230512,092821,52.8351855N,1.3120232W,72,0.0,85
149,T,230512,092821,52.8351855N,1.3120231W,72,0.0,85
150,T,230512,092821,52.8351856N,1.3120232W,72,0.0,85
151,T,230512,092821,52.8351855N,1.3120231W,72,0.0,85
152,T,230512,092822,52.8351855N,1.3120232W,72,0.1,85
153,T,230512,092822,52.8351855N,1.3120232W,72,0.1,85
154,T,230512,092822,52.8351855N,1.3120232W,72,0.1,85
155,T,230512,092822,52.8351855N,1.3120231W,72,0.1,85
156,T,230512,092822,52.8351855N,1.3120231W,72,0.1,85
157,T,230512,092823,52.8351855N,1.3120232W,72,0.0,85
158,T,230512,092823,52.8351852N,1.3120228W,72,0.0,85
159,T,230512,092823,52.8351851N,1.3120218W,72,0.0,85
160,T,230512,092823,52.8351851N,1.3120218W,72,0.0,85
161,T,230512,092823,52.8351851N,1.3120219W,72,0.0,85
162,T,230512,092824,52.8351855N,1.3120232W,72,0.0,85
163,T,230512,092824,52.8351855N,1.3120232W,72,0.0,85
164,T,230512,092824,52.8351855N,1.3120232W,72,0.0,85
165,T,230512,092824,52.8351855N,1.3120231W,71,0.0,85
166,T,230512,092824,52.8351855N,1.3120232W,72,0.0,85
167,T,230512,092825,52.8351855N,1.3120232W,72,0.0,85
168,T,230512,092825,52.8351855N,1.3120231W,72,0.0,85
169,T,230512,092825,52.8351855N,1.3120231W,72,0.0,85
170,T,230512,092825,52.8351855N,1.3120231W,72,0.0,85
171,T,230512,092825,52.8351855N,1.3120231W,72,0.0,85
172,T,230512,092826,52.8351855N,1.3120232W,72,0.0,85
173,T,230512,092826,52.8351856N,1.3120230W,72,0.0,85
174,T,230512,092826,52.8351856N,1.3120229W,72,0.0,85
175,T,230512,092826,52.8351856N,1.3120228W,72,0.0,85
176,T,230512,092826,52.8351856N,1.3120229W,72,0.0,85
177,T,230512,092827,52.8351855N,1.3120232W,71,0.0,85
178,T,230512,092827,52.8351856N,1.3120232W,71,0.0,85
179,T,230512,092827,52.8351855N,1.3120232W,71,0.0,85
180,T,230512,092827,52.8351855N,1.3120231W,71,0.0,85
181,T,230512,092827,52.8351855N,1.3120232W,71,0.0,85
182,T,230512,092827,52.8351855N,1.3120232W,71,0.0,85
183,T,230512,092828,52.8351855N,1.3120232W,71,0.1,85
184,T,230512,092828,52.8351855N,1.3120232W,71,0.1,85
185,T,230512,092828,52.8351856N,1.3120231W,71,0.1,85
186,T,230512,092828,52.8351855N,1.3120231W,71,0.1,85
187,T,230512,092829,52.8351855N,1.3120232W,71,0.1,85
188,T,230512,092829,52.8351857N,1.3120231W,72,0.1,85
189,T,230512,092829,52.8351857N,1.3120231W,72,0.1,85
190,T,230512,092829,52.8351857N,1.3120230W,72,0.1,85
191,T,230512,092829,52.8351857N,1.3120231W,72,0.1,85
192,T,230512,092830,52.8351855N,1.3120232W,72,0.0,85
193,T,230512,092830,52.8351857N,1.3120230W,72,0.0,85
194,T,230512,092830,52.8351857N,1.3120230W,72,0.0,85
195,T,230512,092830,52.8351857N,1.3120230W,72,0.0,85
196,T,230512,092830,52.8351857N,1.3120229W,72,0.0,85
197,T,230512,092831,52.8351855N,1.3120232W,72,0.0,85
198,T,230512,092831,52.8351856N,1.3120232W,72,0.0,85
199,T,230512,092831,52.8351856N,1.3120231W,72,0.0,85
200,T,230512,092831,52.8351856N,1.3120231W,72,0.0,85
201,T,230512,092831,52.8351856N,1.3120232W,72,0.0,85
202,T,230512,092832,52.8351855N,1.3120232W,72,0.0,85
203,T,230512,092832,52.8351856N,1.3120234W,72,0.0,85
204,T,230512,092832,52.8351855N,1.3120235W,72,0.0,85
205,T,230512,092832,52.8351855N,1.3120234W,72,0.0,85
206,T,230512,092832,52.8351856N,1.3120235W,72,0.0,85
207,T,230512,092833,52.8351855N,1.3120232W,72,0.0,85
208,T,230512,092833,52.8351856N,1.3120228W,72,0.0,85
209,T,230512,092833,52.8351856N,1.3120229W,72,0.0,85
210,T,230512,092833,52.8351856N,1.3120228W,72,0.0,85
211,T,230512,092833,52.8351856N,1.3120229W,72,0.0,85
212,T,230512,092834,52.8351855N,1.3120232W,72,0.0,85
213,T,230512,092834,52.8351855N,1.3120231W,72,0.0,85
214,T,230512,092834,52.8351855N,1.3120232W,72,0.0,85
215,T,230512,092834,52.8351855N,1.3120231W,72,0.0,85
216,T,230512,092834,52.8351855N,1.3120232W,72,0.0,85
217,T,230512,092835,52.8351855N,1.3120232W,72,0.0,85
218,T,230512,092835,52.8351856N,1.3120232W,72,0.0,85
219,T,230512,092835,52.8351855N,1.3120231W,72,0.0,85
220,T,230512,092835,52.8351855N,1.3120231W,72,0.0,85
221,T,230512,092835,52.8351855N,1.3120231W,72,0.0,85
222,T,230512,092836,52.8351855N,1.3120232W,72,0.0,85
223,T,230512,092836,52.8351855N,1.3120232W,72,0.0,85
224,T,230512,092836,52.8351855N,1.3120231W,72,0.0,85
225,T,230512,092836,52.8351855N,1.3120232W,72,0.0,85
226,T,230512,092836,52.8351855N,1.3120231W,72,0.0,85
227,T,230512,092837,52.8351855N,1.3120232W,72,0.1,85
228,T,230512,092837,52.8351855N,1.3120231W,72,0.1,85
229,T,230512,092837,52.8351855N,1.3120231W,72,0.1,85
230,T,230512,092837,52.8351855N,1.3120231W,72,0.1,85
231,T,230512,092837,52.8351855N,1.3120231W,72,0.1,85
232,T,230512,092838,52.8351855N,1.3120232W,72,0.0,85
233,T,230512,092838,52.8351855N,1.3120232W,72,0.0,85
234,T,230512,092838,52.8351855N,1.3120232W,72,0.0,85
235,T,230512,092838,52.8351854N,1.3120232W,72,0.0,85
236,T,230512,092838,52.8351855N,1.3120231W,72,0.0,85
237,T,230512,092839,52.8351855N,1.3120232W,72,0.1,85
238,T,230512,092839,52.8351855N,1.3120231W,72,0.1,85
239,T,230512,092839,52.8351855N,1.3120231W,72,0.1,85
240,T,230512,092839,52.8351855N,1.3120231W,72,0.1,85
241,T,230512,092839,52.8351855N,1.3120231W,72,0.1,85
242,T,230512,092840,52.8351855N,1.3120232W,72,0.0,85
243,T,230512,092840,52.8351855N,1.3120231W,72,0.0,85
244,T,230512,092840,52.8351855N,1.3120232W,72,0.0,85
245,T,230512,092840,52.8351855N,1.3120231W,72,0.0,85
246,T,230512,092840,52.8351855N,1.3120232W,72,0.0,85
247,T,230512,092841,52.8351855N,1.3120232W,72,0.0,85
248,T,230512,092841,52.8351856N,1.3120230W,72,0.0,85
249,T,230512,092841,52.8351856N,1.3120229W,72,0.0,85
250,T,230512,092841,52.8351856N,1.3120229W,72,0.0,85
251,T,230512,092841,52.8351856N,1.3120230W,72,0.0,85
252,T,230512,092842,52.8351855N,1.3120232W,72,0.1,85
253,T,230512,092842,52.8351855N,1.3120234W,72,0.1,85
254,T,230512,092842,52.8351855N,1.3120232W,72,0.1,85
255,T,230512,092842,52.8351855N,1.3120232W,72,0.1,85
256,T,230512,092842,52.8351855N,1.3120234W,72,0.1,85
257,T,230512,092843,52.8351855N,1.3120232W,72,0.0,85
258,T,230512,092843,52.8351855N,1.3120232W,72,0.0,85
259,T,230512,092843,52.8351855N,1.3120232W,72,0.0,85
260,T,230512,092843,52.8351855N,1.3120230W,72,0.0,85
261,T,230512,092843,52.8351855N,1.3120231W,72,0.0,85
262,T,230512,092844,52.8351855N,1.3120232W,72,0.0,85
263,T,230512,092844,52.8351855N,1.3120231W,72,0.0,85
264,T,230512,092844,52.8351855N,1.3120230W,72,0.0,85
265,T,230512,092844,52.8351855N,1.3120231W,72,0.0,85
266,T,230512,092844,52.8351855N,1.3120231W,72,0.0,85
267,T,230512,092845,52.8351855N,1.3120232W,72,0.0,85
268,T,230512,092845,52.8351857N,1.3120230W,72,0.0,85
269,T,230512,092845,52.8351857N,1.3120230W,72,0.0,85
270,T,230512,092845,52.8351857N,1.3120229W,72,0.0,85
271,T,230512,092845,52.8351857N,1.3120229W,72,0.0,85
272,T,230512,092846,52.8351855N,1.3120232W,72,0.0,85
273,T,230512,092846,52.8351856N,1.3120229W,72,0.0,85
274,T,230512,092846,52.8351856N,1.3120229W,72,0.0,85
275,T,230512,092846,52.8351856N,1.3120229W,72,0.0,85
276,T,230512,092846,52.8351857N,1.3120230W,72,0.0,85
277,T,230512,092847,52.8351855N,1.3120232W,72,0.0,85
278,T,230512,092847,52.8351856N,1.3120232W,72,0.0,85
279,T,230512,092847,52.8351856N,1.3120232W,72,0.0,85
280,T,230512,092847,52.8351856N,1.3120234W,72,0.0,85
281,T,230512,092847,52.8351856N,1.3120231W,72,0.0,85
282,T,230512,092848,52.8351855N,1.3120232W,72,0.0,85
283,T,230512,092848,52.8351856N,1.3120232W,72,0.0,85
284,T,230512,092848,52.8351856N,1.3120232W,72,0.0,85
285,T,230512,092848,52.8351856N,1.3120232W,72,0.0,85
286,T,230512,092848,52.8351855N,1.3120232W,72,0.0,85
287,T,230512,092848,52.8351855N,1.3120232W,72,0.0,85
288,T,230512,092849,52.8351858N,1.3120236W,72,0.0,85
289,T,230512,092849,52.8351857N,1.3120235W,72,0.0,85
290,T,230512,092849,52.8351857N,1.3120236W,72,0.0,85
291,T,230512,092849,52.8351857N,1.3120236W,72,0.0,85
292,T,230512,092850,52.8351855N,1.3120232W,72,0.1,85
293,T,230512,092850,52.8351855N,1.3120232W,72,0.1,85
294,T,230512,092850,52.8351855N,1.3120232W,72,0.1,85
295,T,230512,092850,52.8351855N,1.3120231W,72,0.1,85
296,T,230512,092850,52.8351855N,1.3120231W,72,0.1,85
297,T,230512,092851,52.8351855N,1.3120232W,72,0.0,85
298,T,230512,092851,52.8351856N,1.3120232W,72,0.0,85
299,T,230512,092851,52.8351855N,1.3120231W,72,0.0,85
300,T,230512,092851,52.8351855N,1.3120232W,72,0.0,85
301,T,230512,092851,52.8351855N,1.3120231W,72,0.0,85
302,T,230512,092852,52.8351855N,1.3120232W,72,0.0,85
303,T,230512,092852,52.8351855N,1.3120232W,72,0.0,85
304,T,230512,092852,52.8351855N,1.3120232W,72,0.0,85
305,T,230512,092852,52.8351855N,1.3120231W,72,0.0,85
306,T,230512,092852,52.8351855N,1.3120232W,72,0.0,85
307,T,230512,092853,52.8351855N,1.3120232W,72,0.0,85
308,T,230512,092853,52.8351855N,1.3120231W,72,0.0,85
309,T,230512,092853,52.8351855N,1.3120232W,72,0.0,85
310,T,230512,092853,52.8351855N,1.3120232W,72,0.0,85
311,T,230512,092853,52.8351855N,1.3120232W,72,0.0,85
312,T,230512,092854,52.8351855N,1.3120232W,72,0.0,85
313,T,230512,092854,52.8351855N,1.3120232W,72,0.0,85
314,T,230512,092854,52.8351855N,1.3120232W,72,0.0,85
315,T,230512,092854,52.8351855N,1.3120232W,72,0.0,85
316,T,230512,092854,52.8351855N,1.3120232W,72,0.0,85
317,T,230512,092855,52.8351855N,1.3120232W,72,0.0,85
318,T,230512,092855,52.8351855N,1.3120232W,72,0.0,85
319,T,230512,092855,52.8351855N,1.3120232W,72,0.0,85
320,T,230512,092855,52.8351855N,1.3120232W,72,0.0,85
321,T,230512,092855,52.8351855N,1.3120231W,72,0.0,85
322,T,230512,092856,52.8351855N,1.3120232W,72,0.1,85
323,T,230512,092856,52.8351855N,1.3120232W,72,0.1,85
324,T,230512,092856,52.8351855N,1.3120231W,72,0.1,85
325,T,230512,092856,52.8351855N,1.3120231W,72,0.1,85
326,T,230512,092856,52.8351855N,1.3120232W,72,0.1,85
327,T,230512,092857,52.8351855N,1.3120232W,72,0.0,85
328,T,230512,092857,52.8351855N,1.3120232W,72,0.0,85
329,T,230512,092857,52.8351856N,1.3120232W,72,0.0,85
330,T,230512,092857,52.8351855N,1.3120232W,72,0.0,85
331,T,230512,092857,52.8351855N,1.3120232W,72,0.0,85
332,T,230512,092858,52.8351855N,1.3120232W,72,0.0,85
333,T,230512,092858,52.8351855N,1.3120232W,72,0.0,85
334,T,230512,092858,52.8351855N,1.3120231W,72,0.0,85
335,T,230512,092858,52.8351856N,1.3120232W,72,0.0,85
336,T,230512,092858,52.8351856N,1.3120232W,72,0.0,85
337,T,230512,092859,52.8351855N,1.3120232W,72,0.0,85
338,T,230512,092859,52.8351855N,1.3120232W,72,0.0,85
339,T,230512,092859,52.8351856N,1.3120231W,72,0.0,85
340,T,230512,092859,52.8351856N,1.3120231W,72,0.0,85
341,T,230512,092859,52.8351855N,1.3120231W,72,0.0,85
342,T,230512,092900,52.8351855N,1.3120232W,72,0.0,85
343,T,230512,092900,52.8351855N,1.3120232W,72,0.0,85
344,T,230512,092900,52.8351855N,1.3120232W,72,0.0,85
345,T,230512,092900,52.8351856N,1.3120231W,72,0.0,85
346,T,230512,092900,52.8351855N,1.3120231W,72,0.0,85
347,T,230512,092901,52.8351855N,1.3120232W,72,0.0,85
348,T,230512,092901,52.8351855N,1.3120232W,72,0.0,85
349,T,230512,092901,52.8351855N,1.3120231W,72,0.0,85
350,T,230512,092901,52.8351855N,1.3120231W,72,0.0,85
351,T,230512,092901,52.8351855N,1.3120231W,72,0.0,85
352,T,230512,092902,52.8351855N,1.3120232W,72,0.0,85
353,T,230512,092902,52.8351855N,1.3120232W,72,0.0,85
354,T,230512,092902,52.8351855N,1.3120232W,72,0.0,85
355,T,230512,092902,52.8351855N,1.3120232W,72,0.0,85
356,T,230512,092902,52.8351855N,1.3120232W,72,0.0,85
357,T,230512,092903,52.8351855N,1.3120232W,72,0.0,85
358,T,230512,092903,52.8351855N,1.3120232W,72,0.0,85
359,T,230512,092903,52.8351855N,1.3120231W,72,0.0,85
360,T,230512,092903,52.8351856N,1.3120231W,72,0.0,85
361,T,230512,092903,52.8351855N,1.3120231W,72,0.0,85
362,T,230512,092904,52.8351855N,1.3120232W,72,0.0,85
363,T,230512,092904,52.8351855N,1.3120231W,72,0.0,85
364,T,230512,092904,52.8351855N,1.3120232W,72,0.0,85
365,T,230512,092904,52.8351855N,1.3120232W,72,0.0,85
366,T,230512,092904,52.8351855N,1.3120231W,72,0.0,85
367,T,230512,092905,52.8351855N,1.3120232W,72,0.0,85
368,T,230512,092905,52.8351855N,1.3120232W,72,0.0,85
369,T,230512,092905,52.8351855N,1.3120232W,72,0.0,85
370,T,230512,092905,52.8351855N,1.3120232W,72,0.0,85
371,T,230512,092905,52.8351855N,1.3120232W,72,0.0,85
372,T,230512,092906,52.8351855N,1.3120232W,72,0.0,85
373,T,230512,092906,52.8351856N,1.3120232W,72,0.0,85
374,T,230512,092906,52.8351855N,1.3120232W,72,0.0,85
375,T,230512,092906,52.8351855N,1.3120232W,72,0.0,85
376,T,230512,092906,52.8351855N,1.3120232W,72,0.0,85
377,T,230512,092907,52.8351855N,1.3120232W,72,0.0,85
378,T,230512,092907,52.8351855N,1.3120232W,72,0.0,85
379,T,230512,092907,52.8351855N,1.3120232W,72,0.0,85
380,T,230512,092907,52.8351855N,1.3120232W,72,0.0,85
381,T,230512,092907,52.8351855N,1.3120232W,72,0.0,85
382,T,230512,092908,52.8351855N,1.3120232W,72,0.0,85
383,T,230512,092908,52.8351855N,1.3120232W,72,0.0,85
384,T,230512,092908,52.8351855N,1.3120231W,72,0.0,85
385,T,230512,092908,52.8351855N,1.3120231W,72,0.0,85
386,T,230512,092908,52.8351855N,1.3120231W,72,0.0,85
387,T,230512,092909,52.8351855N,1.3120232W,72,0.0,85
388,T,230512,092909,52.8351855N,1.3120232W,72,0.0,85
389,T,230512,092909,52.8351855N,1.3120232W,72,0.0,85
390,T,230512,092909,52.8351855N,1.3120232W,72,0.0,85
391,T,230512,092909,52.8351855N,1.3120232W,72,0.0,85
392,T,230512,092910,52.8351855N,1.3120232W,72,0.0,85
393,T,230512,092910,52.8351855N,1.3120232W,72,0.0,85
394,T,230512,092910,52.8351855N,1.3120231W,72,0.0,85
395,T,230512,092910,52.8351855N,1.3120232W,72,0.0,85
396,T,230512,092910,52.8351855N,1.3120231W,72,0.0,85
397,T,230512,092911,52.8351855N,1.3120232W,72,0.0,85
398,T,230512,092911,52.8351855N,1.3120231W,72,0.0,85
399,T,230512,092911,52.8351856N,1.3120231W,72,0.0,85
400,T,230512,092911,52.8351856N,1.3120231W,72,0.0,85
401,T,230512,092911,52.8351855N,1.3120231W,72,0.0,85
402,T,230512,092912,52.8351855N,1.3120232W,72,0.0,85
403,T,230512,092912,52.8351855N,1.3120232W,72,0.0,85
404,T,230512,092912,52.8351856N,1.3120231W,72,0.0,85
405,T,230512,092912,52.8351856N,1.3120231W,72,0.0,85
406,T,230512,092912,52.8351856N,1.3120231W,72,0.0,85
407,T,230512,092913,52.8351855N,1.3120232W,71,0.0,85
408,T,230512,092913,52.8351855N,1.3120232W,71,0.0,85
409,T,230512,092913,52.8351855N,1.3120232W,71,0.0,85
410,T,230512,092913,52.8351856N,1.3120232W,71,0.0,85
411,T,230512,092913,52.8351855N,1.3120232W,71,0.0,85
412,T,230512,092914,52.8351855N,1.3120232W,71,0.0,85
413,T,230512,092914,52.8351855N,1.3120232W,71,0.0,85
414,T,230512,092914,52.8351856N,1.3120232W,71,0.0,85
415,T,230512,092914,52.8351856N,1.3120232W,71,0.0,85
416,T,230512,092914,52.8351855N,1.3120232W,71,0.0,85
417,T,230512,092915,52.8351855N,1.3120232W,71,0.0,85
418,T,230512,092915,52.8351855N,1.3120232W,71,0.0,85
419,T,230512,092915,52.8351855N,1.3120232W,71,0.0,85
420,T,230512,092915,52.8351855N,1.3120232W,71,0.0,85
421,T,230512,092915,52.8351855N,1.3120232W,71,0.0,85
422,T,230512,092916,52.8351855N,1.3120232W,71,0.0,85
423,T,230512,092916,52.8351855N,1.3120232W,71,0.0,85
424,T,230512,092916,52.8351855N,1.3120232W,71,0.0,85
425,T,230512,092916,52.8351855N,1.3120232W,71,0.0,85
426,T,230512,092916,52.8351855N,1.3120232W,71,0.0,85
427,T,230512,092917,52.8351855N,1.3120232W,71,0.1,85
428,T,230512,092917,52.8351856N,1.3120229W,71,0.1,85
429,T,230512,092917,52.8351856N,1.3120229W,71,0.1,85
430,T,230512,092917,52.8351856N,1.3120229W,71,0.1,85
431,T,230512,092917,52.8351856N,1.3120229W,71,0.1,85
432,T,230512,092918,52.8351855N,1.3120232W,71,0.0,85
433,T,230512,092918,52.8351855N,1.3120231W,71,0.0,85
434,T,230512,092918,52.8351855N,1.3120231W,71,0.0,85
